	sequence	url	index	user	output	labels	parameter	method	SubClass	Unnamed: 0.1	Unnamed: 0	id
41	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/markOffline', 'http://192.168.56.103:8080/user/admin', 'http://192.168.56.103:8080/user/admin/builds']	http://192.168.56.103:8080/computer/slave1/markOffline	4.0	admin	taking slave offline jenkins log build executor status taking slave offline optionally explain taking node offline others see mark node temporarily offline	19.0		get	57.0	41.0	41.0	3.0
435	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/slave1/']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	435.0	435.0	63.0
437	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/slave1/']	http://192.168.56.103:8080/computer/slave1/	6.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	437.0	437.0	63.0
442	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/load-statistics', 'http://192.168.56.103:8080/computer/(master)/']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	442.0	442.0	64.0
451	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/(master)/', 'http://192.168.56.103:8080/computer/(master)/builds']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	451.0	451.0	65.0
459	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer', 'http://192.168.56.103:8080/computer/api/']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	459.0	459.0	66.0
466	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', 'http://192.168.56.103:8080/computer/slave1/api/json?tree=jobsname']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	466.0	466.0	67.0
474	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', '/c']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	474.0	474.0	68.0
482	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', 'http://192.168.56.103:8080/computer/slave1/api/xml?depth=1']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	482.0	482.0	69.0
490	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', 'http://192.168.56.103:8080/computer/slave1/api/python?pretty=true']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	490.0	490.0	70.0
498	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', 'http://192.168.56.103:8080/computer/slave1/api/schema']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	498.0	498.0	71.0
506	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/api/', 'http://192.168.56.103:8080/computer/slave1/api/xml']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	506.0	506.0	72.0
514	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/log', 'http://192.168.56.103:8080/computer/slave1/load-statistics']	http://192.168.56.103:8080/computer/slave1/	4.0	user1	slave build executor status agent slave slave agent offline jenkins failed launch agent process see log detail project tied slave none	19.0		get	57.0	514.0	514.0	73.0
195	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/credentials', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/newCredentials', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/createCredentials']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		post	58.0	195.0	195.0	34.0
247	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/api/', 'http://192.168.56.103:8080/me/api/xml?tree=jobsname,viewsname,jobsname']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		post	58.0	247.0	247.0	40.0
534	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/configure', 'http://192.168.56.103:8080/user/user2/configSubmit', 'http://192.168.56.103:8080/user/user2/configSubmit']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		post	59.0	534.0	534.0	76.0
537	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/configure', 'http://192.168.56.103:8080/user/user2/configSubmit', 'http://192.168.56.103:8080/user/user2/configSubmit']	http://192.168.56.103:8080/user/user2/configSubmit	9.0	user2	user user user description jenkins user id user	20.0		post	59.0	537.0	537.0	76.0
1013	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/editDescription', 'http://192.168.56.103:8080/user/user1/descriptionform']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		post	58.0	1013.0	1013.0	131.0
1021	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/api/', 'http://192.168.56.103:8080/me/api/xml?tree=jobsname,viewsname,jobsname', 'http://192.168.56.103:8080/me/api/xml?tree=jobs%5bname%5d,views%5bname,jobs%5bname%5d%5d']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		post	58.0	1021.0	1021.0	132.0
1078	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		post	58.0	1078.0	1078.0	138.0
1197	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/view/all/builds', 'http://192.168.56.103:8080/view/all/timeline/data']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		post	59.0	1197.0	1197.0	152.0
42	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/computer/slave1/', 'http://192.168.56.103:8080/computer/slave1/markOffline', 'http://192.168.56.103:8080/user/admin', 'http://192.168.56.103:8080/user/admin/builds']	http://192.168.56.103:8080/user/admin	5.0	admin	admin admin admin add description jenkins user id admin	20.0		get	61.0	42.0	42.0	3.0
205	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/credentials', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/', 'http://192.168.56.103:8080/user/user1/credentials/store/user/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	205.0	205.0	35.0
214	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/credentials', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/', 'http://192.168.56.103:8080/user/user1/credentials/store/user/domain/_/#']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	214.0	214.0	36.0
239	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/user/user1/editDescription', 'http://192.168.56.103:8080/user/user1/?auto_refresh=true']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	239.0	239.0	39.0
255	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/manage_domains', 'http://192.168.56.103:8080/user/manage_domains/builds', 'http://192.168.56.103:8080/user/manage_domains/rssLatest']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	255.0	255.0	41.0
265	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/manage_domains', 'http://192.168.56.103:8080/user/manage_domains/builds', 'http://192.168.56.103:8080/user/manage_domains/rssFailed']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	265.0	265.0	42.0
275	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/manage_domains', 'http://192.168.56.103:8080/user/manage_domains/builds', 'http://192.168.56.103:8080/user/manage_domains/rssAll']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	275.0	275.0	43.0
285	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/manage_domains', 'http://192.168.56.103:8080/user/manage_domains/builds', 'http://192.168.56.103:8080/user/manage_domains/api/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	285.0	285.0	44.0
295	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/manage_domains', 'http://192.168.56.103:8080/user/manage_domains/builds', 'http://192.168.56.103:8080/user/manage_domains/my-views', 'http://192.168.56.103:8080/user/user100spual/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	295.0	295.0	45.0
306	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/user100gagpg']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	306.0	306.0	46.0
314	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/user2']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	314.0	314.0	47.0
322	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/admin']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	322.0	322.0	48.0
324	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/admin']	http://192.168.56.103:8080/user/admin	7.0	user1	user user user description jenkins user id user	20.0		get	62.0	324.0	324.0	48.0
330	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/asynchPeople/', 'http://192.168.56.103:8080/user/user100lshbx']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	330.0	330.0	49.0
338	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', 'http://192.168.56.103:8080/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	338.0	338.0	50.0
345	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	345.0	345.0	51.0
353	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/toggleCollapse?paneId=executors']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	353.0	353.0	52.0
361	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/api/', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	361.0	361.0	53.0
370	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/projectRelationship', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	370.0	370.0	54.0
379	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/fingerprintCheck', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	379.0	379.0	55.0
388	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/view/all/builds', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	388.0	388.0	56.0
397	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/user/user1/my-views/view/all/builds', 'http://192.168.56.103:8080/user/user1/', '/', 'http://192.168.56.103:8080/computer/', '/']	http://192.168.56.103:8080/user/user1/	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	397.0	397.0	57.0
424	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/user/user1']	http://192.168.56.103:8080/user/user1	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	424.0	424.0	61.0
430	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/me/my-views', 'http://192.168.56.103:8080/me/my-views/view/all/newJob', 'http://192.168.56.103:8080/me/']	http://192.168.56.103:8080/me/	5.0	user1	user user user description jenkins user id user	20.0		get	60.0	430.0	430.0	62.0
527	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/fingerprintCheck', 'http://192.168.56.103:8080/doFingerprintCheck?Jenkins-Crumb=195ba25d8cb739ceed3dfb2280b84717', 'http://192.168.56.103:8080/user/user1']	http://192.168.56.103:8080/user/user1	5.0	user1	user user user description jenkins user id user	20.0		get	61.0	527.0	527.0	75.0
544	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', 'http://192.168.56.103:8080/user/user2/builds']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	544.0	544.0	77.0
552	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	552.0	552.0	78.0
561	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/try1/', 'http://192.168.56.103:8080/job/try1/lastUnsuccessfulBuild/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	561.0	561.0	79.0
573	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/jobWithFileParam/', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	573.0	573.0	80.0
584	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssLatest', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	584.0	584.0	81.0
595	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssFailed', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	595.0	595.0	82.0
606	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/rssAll', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	606.0	606.0	83.0
617	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/api/', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	617.0	617.0	84.0
628	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/projectRelationship', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	628.0	628.0	85.0
639	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/asynchPeople/', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	639.0	639.0	86.0
650	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/me/my-views', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	650.0	650.0	87.0
661	['http://192.168.56.103:8080/', '/', 'http://192.168.56.103:8080/j_acegi_security_check', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/job/listRoot/', 'http://192.168.56.103:8080/job/listRoot/disable', 'http://192.168.56.103:8080/user/user2', '/', 'http://192.168.56.103:8080/#', 'http://192.168.56.103:8080/legend', '/']	http://192.168.56.103:8080/user/user2	6.0	user2	user user user description jenkins user id user	20.0		get	62.0	661.0	661.0	88.0
